id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
IwfTGWiD/,IwfTGWiD29,29,25,"Attempt missed. Gareth Bale (Real Madrid) left footed shot from outside the box is close, but misses to the right. Assisted by Daniel Carvajal.",1,12.0,2,Real Madrid,Almeria,gareth bale,daniel carvajal,,,9.0,2.0,0,15.0,2.0,1,1.0,0
IwfTGWiD/,IwfTGWiD40,40,38,Attempt missed. Gareth Bale (Real Madrid) left footed shot from outside the box is high and wide to the left. Assisted by Asier Illarramendi following a fast break.,1,12.0,2,Real Madrid,Almeria,gareth bale,asier illarramendi,,,6.0,2.0,0,15.0,2.0,1,1.0,1
IwfTGWiD/,IwfTGWiD54,54,55,Attempt missed. Gareth Bale (Real Madrid) left footed shot from the left side of the six yard box is too high. Assisted by Daniel Carvajal with a cross.,1,12.0,2,Real Madrid,Almeria,gareth bale,daniel carvajal,,,10.0,2.0,0,10.0,2.0,2,1.0,0
IwfTGWiD/,IwfTGWiD68,68,66,Attempt missed. Gareth Bale (Real Madrid) header from the centre of the box is just a bit too high. Assisted by Isco with a cross following a corner.,1,12.0,2,Real Madrid,Almeria,gareth bale,isco,,,1.0,2.0,0,3.0,3.0,2,3.0,0
IwfTGWiD/,IwfTGWiD82,82,72,"Goal!  AlmerA­a 0, Real Madrid 3. Gareth Bale (Real Madrid) left footed shot from the centre of the box to the bottom left corner.",1,,2,Real Madrid,Almeria,gareth bale,,,,3.0,1.0,1,3.0,2.0,0,1.0,0
IwfTGWiD/,IwfTGWiD105,105,90,Attempt saved. Gareth Bale (Real Madrid) right footed shot from the centre of the box is saved in the top centre of the goal. Assisted by Isco.,1,12.0,2,Real Madrid,Almeria,gareth bale,isco,,,11.0,1.0,0,3.0,1.0,1,1.0,0
IwfTGWiD/,IwfTGWiD107,107,90,Attempt saved. Gareth Bale (Real Madrid) header from the centre of the box is saved in the top centre of the goal. Assisted by Casemiro with a through ball.,1,12.0,2,Real Madrid,Almeria,gareth bale,casemiro,,,11.0,1.0,0,3.0,3.0,4,1.0,0
v7NAT9yJ/,v7NAT9yJ17,17,14,Attempt missed. Gareth Bale (Real Madrid) left footed shot from outside the box is too high. Assisted by Xabi Alonso.,1,12.0,1,Real Madrid,Real Valladolid,gareth bale,xabi alonso,,,10.0,2.0,0,15.0,2.0,1,1.0,0
v7NAT9yJ/,v7NAT9yJ18,18,16,Attempt saved. Gareth Bale (Real Madrid) header from the centre of the box is saved in the bottom left corner. Assisted by Angel Di MarA­a with a cross.,1,12.0,1,Real Madrid,Real Valladolid,gareth bale,angel di maria,,,3.0,1.0,0,3.0,3.0,2,1.0,0
v7NAT9yJ/,v7NAT9yJ32,32,33,"Goal!  Real Madrid 1, Real Valladolid 0. Gareth Bale (Real Madrid) header from the centre of the box to the centre of the goal.",1,,1,Real Madrid,Real Valladolid,gareth bale,,,,5.0,1.0,1,3.0,3.0,0,1.0,0
